Topic,Representation
2193,"['blade', 'prequels', 'sequel', '2049', 'runner', 'filmmakers', 'screenplay', 'films', 'film', 'novel']"
2194,"['torch', 'olympic', 'relay', 'relays', 'flame', 'ceremonies', 'ignites', 'organizers', 'officiated', 'events']"
2195,"['novelist', 'purple', 'novels', 'novel', 'literary', 'book', 'poetry', 'walker', 'poet', 'color']"
2196,"['ranger', 'regiment', 'infantry', 'regimental', 'rangers', 'platoon', 'battalions', 'military', 'army', 'soldiers']"
2197,"['dialects', 'languages', 'speak', 'dialect', 'language', 'linguist', 'monolingual', 'bilingual', 'cantonal', 'trilingual']"
2198,"['gymnast', 'gymnasts', 'gymnastics', 'gymnastic', 'athlete', 'allegations', 'scandal', 'testified', 'accused', 'molested']"
2199,"['haiku', 'haikai', 'poetry', 'poems', 'poet', 'poets', 'poem', 'syllables', 'stanza', 'poetic']"
2200,"['spetsnaz', 'soviet', 'infantrymen', 'commanders', 'brigades', 'reconnaissance', 'regiment', 'military', 'detachments', 'troops']"
2201,"['deaf', 'blindness', 'disabilities', 'braille', 'blind', 'impairments', 'autobiography', 'author', 'speeches', 'teacher']"
2202,"['medieval', 'antiquity', 'renaissance', 'darkness', 'dark', 'century', 'centuries', '1453', 'historian', 'historians']"
2203,"['photographer', 'photography', 'photographs', 'photographic', 'photographers', 'photograph', 'photographed', 'photos', 'mural', 'gallery']"
2204,"['genocide', 'genocides', 'holocaust', 'perpetrators', 'genocidal', 'killings', 'scapegoating', 'condemnation', 'prosecuted', 'commemorations']"
2205,"['bow', 'actress', '1932', 'laurels', '1920s', 'girl', 'paramount', 'ladies', 'picture', 'tomboy']"
2206,"['crops', 'agriculture', 'irrigation', 'agricultural', 'farmers', 'cultivated', 'rice', 'maize', 'crop', 'oilseeds']"
2207,"['paella', 'paprika', 'cuisine', 'seafood', 'olive', 'chorizo', 'chicken', 'cookware', 'dish', 'mediterranean']"
2208,"['novelist', 'literature', 'literary', 'writer', 'poet', 'poets', 'poetry', 'author', 'modernism', 'writers']"
2209,"['midnight', 'noon', 'midday', 'clock', 'evening', 'afternoon', 'hour', 'schedules', 'timekeeping', 'timetables']"
2210,"['griffin', 'donation', 'donated', 'museum', 'donating', 'benefactor', 'charities', 'charitable', 'gift', 'trustees']"
2211,"['starling', 'cannibalized', 'cannibal', 'cannibalize', 'killer', 'cannibalistic', 'eaten', 'accuse', 'treats', 'quid']"
2212,"['taxis', 'taxi', 'taxicabs', 'fares', 'cabs', 'buses', 'transportation', 'minibuses', 'traffic', 'minibus']"
2213,"['hunts', 'noose', 'gun', 'hunting', 'hunters', 'rabid', 'rifle', 'deer', 'chastised', 'elk']"
2214,"['ethnicities', 'ethnicity', 'ethnic', 'racial', 'census', 'censuses', 'blacks', 'ancestry', 'race', 'immigrants']"
2215,"['buildings', 'skyscraper', 'apartments', 'building', 'architecture', 'apartment', 'architects', 'façades', 'façade', 'construction']"
2216,"['sedan', 'convertibles', 'convertible', 'coupe', 'corvette', 'taillights', 'trunk', 'taillight', 'wheelbase', 'redesigned']"
2217,"['harden', 'assists', 'rebounds', 'scoring', 'triple', 'steals', 'basketball', 'doubles', 'rookie', 'scored']"
2218,"['emails', 'webmail', 'email', 'mail', 'google', 'phishing', 'inbox', 'android', 'privacy', 'outlook']"
2219,"['paintings', 'painting', 'painter', 'painters', 'paint', 'portraits', 'painted', 'engravings', 'murals', 'canvas']"
2220,"['yards', 'quarterback', 'touchdowns', 'receptions', 'cornerback', 'touchdown', 'punt', 'catches', 'giants', 'rushing']"
2221,"['museums', 'museum', 'exhibitions', 'sheikh', 'sultanate', 'galleries', 'exhibition', 'gallery', 'exhibitor', 'emirates']"
2222,"['retailer', 'store', 'sales', 'shop', 'stores', 'buy', 'malls', 'warehouse', 'shopping', 'retail']"
2223,"['khan', 'politician', 'candidate', 'goldsmith', 'councillor', 'constituency', 'chancellor', 'minister', 'mayor', 'elected']"
2224,"['eigenfunctions', 'quantum', 'eigenstates', 'eigenstate', 'observables', 'operators', 'observable', 'eigenvalue', 'operator', 'uncertainty']"
2225,"['recycling', 'recycled', 'recycle', 'recyclable', 'recycles', 'landfills', 'disposal', 'landfill', 'waste', 'wastes']"
2226,"['thrash', 'slayer', 'band', 'bands', 'hardcore', 'toured', 'vocalist', 'bassist', 'guitarist', 'drummer']"
2227,"['beetle', 'beetles', 'convertible', 'fenders', 'chassis', 'headlights', 'car', 'bug', 'taillights', 'cars']"
2228,"['assists', 'rebounds', 'steals', 'doubles', 'triple', 'double', 'spurs', 'suns', 'pistons', 'basketball']"
2229,"['fifths', 'fifth', 'circle', 'tones', 'numerals', 'spiral', 'chords', 'octaves', 'chordal', 'frequency']"
2230,"['rush', 'bands', 'rock', 'zeppelin', 'drummer', 'songs', 'drums', 'albums', 'band', 'musician']"
2231,"['yuan', 'chairman', 'hui', 'election', 'elections', 'chairmanship', 'jin', 'coalition', 'candidate', 'ying']"
2232,"['clitoris', 'position', 'positions', 'intercourse', 'clitoral', 'penetration', 'thrusts', 'stimulation', 'vaginal', 'technique']"
2233,"['viewers', 'episodes', 'generation', 'syndication', 'storylines', 'channel', 'teens', 'teen', 'aired', 'teenagers']"
2234,"['hegemony', 'superpower', 'superpowers', 'diplomacy', 'hegemonic', 'hegemon', 'oligarchical', 'powers', 'globally', 'governance']"
2235,"['population', 'demographic', 'comune', 'average', 'depopulation', 'inhabitants', 'percent', 'populated', 'births', 'estimated']"
2236,"['laptops', 'laptop', 'notebooks', 'notebook', 'desktops', 'hardware', 'computers', 'portable', 'desks', 'touchscreens']"
2237,"['unrest', 'bombing', 'rebels', 'dictator', 'guerrillas', 'bombardment', 'genocide', 'insurgencies', 'assassinated', 'spearheaded']"
2238,"['survivors', 'zombies', 'umbrella', 'hive', 'discovers', 'humanity', 'escapes', 'escape', 'investigates', 'awakens']"
2239,"['activist', 'intellectuals', 'activism', 'anarchism', 'linguistics', 'journalist', 'speech', 'intellectual', 'anarchist', 'socialists']"
2240,"['sesame', 'episodes', 'cartoon', 'licensing', 'television', 'productions', 'viewers', 'preschool', 'preschoolers', 'broadcast']"
2241,"['moderate', 'conservatives', 'ideological', 'nationalist', 'conservative', 'democratic', 'liberal', 'populist', 'extremists', 'factions']"
2242,"['biblical', 'testament', 'mythological', 'epistle', 'satan', 'lion', 'servant', 'rabbinic', 'slain', 'homophonous']"
2243,"['buried', 'cemetery', 'died', 'funeral', 'interred', 'condolences', 'memorial', 'coroner', 'mourners', 'tombstone']"
2244,"['defender', 'footballer', 'arsenal', 'villa', 'stoke', 'goal', 'scored', 'matches', 'captained', 'injury']"
2245,"['dictionaries', 'dictionary', 'reprinting', 'typography', 'abridgement', 'edition', 'published', 'revisions', 'revision', 'search']"
2246,"['osteopathic', 'osteopathy', 'osteopaths', 'homeopathy', 'physiotherapists', 'practitioners', 'medical', 'chiropractors', 'physicians', 'doctors']"
2247,"['indigenous', 'aboriginal', 'arctic', 'tribal', 'anthropologist', 'native', 'etymological', 'anthropological', 'archaeologist', 'assimilation']"
2248,"['religions', 'religion', 'religiosity', 'theology', 'religious', 'beliefs', 'deities', 'belief', 'theosophical', 'philosophy']"
2249,"['lily', 'robin', 'episode', 'doppelganger', 'doppelgänger', 'mall', 'finale', 'apartment', 'loves', 'lawyer']"
2250,"['pedagogy', 'pedagogical', 'pedagogue', 'educator', 'teaching', 'educational', 'education', 'curriculum', 'teacher', 'teachers']"
2251,"['touchdowns', 'interceptions', 'yards', 'quarterback', 'interception', 'touchdown', 'quarterbacks', 'rushing', 'throwing', 'threw']"
2252,"['dubbed', 'satellite', 'amazon', 'premiere', 'streamed', 'tv', 'digitally', 'streaming', 'digital', 'crore']"
2253,"['drummer', 'drumming', 'band', 'songwriters', 'gigs', 'bests', 'snub', 'lads', 'dirty', '1960']"
2254,"['finasteride', 'antiandrogen', 'antiandrogenic', 'inhibitor', 'dosage', 'dihydrotestosterone', 'medication', 'hormone', 'placebo', 'steroid']"
2255,"['northwest', 'fort', 'settlers', 'forts', '1840s', 'mercantile', '1812', '1840', 'bay', 'west']"
2256,"['ancestry', 'ancestor', 'ancestors', 'ancestral', 'archipelago', 'indigenous', 'ethnic', 'aborigines', 'lineage', 'aboriginal']"
2257,"['hypotenuse', 'triangles', 'squares', 'geometry', 'triangle', 'square', 'quadrilateral', 'rectangles', 'geometrical', 'rectangle']"
2258,"['orbits', 'solutions', 'bodies', 'mathematical', 'gravitation', 'mathematicians', 'dynamics', 'equilateral', 'numerically', 'gravitational']"
2259,"['easter', 'holiday', 'celebrated', 'feasts', 'feast', 'liturgical', 'lent', 'liturgy', 'ecclesiastical', 'commemoration']"
2260,"['antihypertensive', 'propranolol', 'hypertension', 'blockers', 'adrenergic', 'aortic', 'vascular', 'angina', 'blocker', 'bradycardia']"
2261,"['adder', 'servant', 'reign', 'descendants', 'queen', 'prince', '1988', 'portrayed', 'ben', 'bastard']"
2262,"['genetics', 'genetic', 'heredity', 'traits', 'genes', 'evolution', 'trait', 'lineages', 'alleles', 'crossbreeding']"
2263,"['amazon', 'affiliate', 'retailers', 'retailer', 'sales', 'commerce', 'marketplace', 'sellers', 'market', 'revenue']"
2264,"['birthday', 'doodle', 'birthdays', '26th', 'celebrated', 'google', '70th', 'commemorate', 'anniversary', 'commemoration']"
2265,"['hominem', 'argumentation', 'arguments', 'philosophical', 'philosopher', 'rationalists', 'rhetorical', 'dialectical', 'ad', 'argument']"
2266,"['carmaker', 'automobiles', 'cars', 'sedans', 'vehicles', 'dealerships', 'motors', 'car', 'brands', 'manufactures']"
2267,"['amnesty', 'refugees', 'racism', 'asylum', 'discrimination', 'violations', 'international', 'ideological', 'rights', 'reports']"
2268,"['pamphlet', '1776', 'pamphlets', 'revolutionary', 'revolutionaries', 'enlightenment', 'revolution', 'advocated', '1783', 'independence']"
2269,"['imperialism', 'colonial', 'labour', 'humanitarian', 'ivory', 'colony', 'colonies', '1904', 'treaties', 'imperialists']"
2270,"['news', 'journalism', 'propaganda', 'misinformation', 'credible', 'disinformation', 'falsehood', 'fake', 'newsletters', 'satire']"
2271,"['gymnast', 'gymnasts', 'gymnastics', 'olympic', 'medals', 'athlete', 'competed', 'medal', 'medalist', 'athletes']"
2272,"['stadia', 'subscriptions', 'subscription', 'launched', 'launch', 'android', 'beta', 'cloud', 'gaming', 'games']"
2273,"['spinal', 'paralysis', 'paralyzed', 'vertebrae', 'cervical', 'wheelchair', 'rehabilitation', 'disability', 'paramedics', 'neck']"
2274,"['housewives', 'housewife', 'cast', 'reunion', 'guests', 'season', 'finale', 'guest', 'appearances', 'bailey']"
2275,"['irrigation', 'sea', 'waters', 'salinity', 'basins', 'rivers', 'basin', 'wetland', 'shrinking', 'dam']"
2276,"['transistors', 'microprocessors', 'processors', 'microprocessor', 'transistor', 'processor', 'intel', 'silicon', 'semiconductors', 'electronics']"
2277,"['phantom', 'ghost', 'opera', 'lair', 'cloak', 'mask', 'soprano', 'novel', 'reprise', 'noose']"
2278,"['granites', 'granite', 'mineralogy', 'magmas', 'basaltic', 'minerals', 'magma', 'magmatic', 'geochemistry', 'quartz']"
2279,"['victor', 'fascism', 'monarchist', 'monarchy', 'fascist', 'monarchists', 'abdicated', 'regio', 'reigned', 'abdicate']"
2280,"['fasciitis', 'fascia', 'plantar', 'fascicles', 'tendon', 'ankle', 'arthritis', 'heel', 'surgical', 'complications']"
2281,"['company', 'conglomerate', 'market', 'enterprises', 'industries', 'businesses', 'subsidiary', 'mining', 'subsidiaries', 'multinational']"
2282,"['rosemary', 'lobotomy', 'nuns', 'lobotomized', 'convent', '1961', 'psychosurgery', 'aunt', 'sister', 'incapacitated']"
2283,"['mosque', 'terrorist', 'mosques', 'coroner', 'victims', 'shooting', 'terrorism', 'murder', 'shootings', 'perpetrator']"
2284,"['tennis', 'tournaments', 'tournament', 'finalist', 'quarterfinals', 'semifinals', 'semifinal', 'doubles', 'matches', 'finals']"
2285,"['dramas', 'airing', 'drama', 'sonata', 'cultural', 'subtitles', 'viewership', 'television', 'viewers', 'tv']"
2286,"['globalization', 'globalisation', 'globalized', 'transnational', 'global', 'economies', 'sociocultural', 'economic', 'neoliberal', 'economist']"
2287,"['knight', 'donated', 'philanthropist', 'philanthropic', 'donation', 'fund', 'donating', 'donate', 'donates', 'fundraiser']"
2288,"['ibn', 'al', 'theology', 'treatises', 'ijtihad', 'treatise', 'amir', 'theological', 'philosopher', 'mathematician']"
2289,"['creatine', 'creatinine', 'supplementation', 'supplement', 'supplements', 'pharmacokinetics', 'dialysis', 'nutrition', 'pharmacokinetic', 'muscle']"
2290,"['duo', 'app', 'mobile', 'android', 'proficiency', 'educational', 'learners', 'education', 'math', 'monthly']"
2291,"['offspring', 'albums', 'album', 'band', 'bands', 'drums', 'toured', 'drummer', 'bassist', 'headlining']"
2292,"['guards', 'defensive', 'guard', 'basketball', 'players', 'shooters', 'defense', 'positions', 'defender', 'defenses']"
2293,"['prix', 'lightning', 'racing', 'radiator', 'racers', 'speedway', 'racer', 'storm', 'rusty', 'cars']"
2294,"['executives', 'stockholder', 'executive', 'shareholders', 'company', 'chairman', 'founders', 'corporations', 'companies', 'subsidiaries']"
2295,"['presenter', 'savage', 'airing', 'keynote', 'premiered', 'lectures', 'repackaged', 'channel', 'expanse', 'episodes']"
2296,"['multiracial', 'geisha', 'ethnic', 'actors', 'ethnically', 'cast', 'portrayal', 'actresses', 'portrayals', 'auditioned']"
2297,"['schools', 'academies', 'school', 'education', 'colleges', 'educational', 'polytechnic', 'courses', 'districts', 'grades']"
2298,"['oz', 'debate', 'debater', 'debating', 'midterms', 'discussing', 'contentious', 'election', 'talked', 'campaign']"
2299,"['dragon', 'anime', 'manga', 'superman', 'piccolo', 'nowiki', 'shonen', 'shōnen', 'martial', 'monkey']"
2300,"['tennis', 'slams', 'doubles', 'tournaments', 'racquets', 'quarterfinal', 'tournament', 'singles', 'semifinals', 'championships']"
2301,"['disks', 'disk', 'floppy', 'drives', 'storage', 'sectors', 'computers', 'bytes', 'sector', 'data']"
2302,"['albums', 'duet', 'album', 'vocals', 'singles', 'music', 'artist', 'rhythm', 'dancing', 'tunes']"
2303,"['guitarist', 'tour', 'touring', 'zeppelin', 'backstage', 'albums', 'frontman', 'van', 'guitar', 'hiatus']"
2304,"['bidets', 'bidet', 'toilets', 'bathrooms', 'toilet', 'showers', 'bathroom', 'hygiene', 'wipes', 'showering']"
2305,"['spina', 'bifida', 'amniocentesis', 'maternal', 'pregnancy', 'malformations', 'amniotic', 'trisomy', 'spine', 'fetal']"
2306,"['bell', 'cliffhanger', 'saved', 'cast', 'sitcom', 'lark', 'episodes', 'channel', 'episode', 'cancelled']"
2307,"['arcade', 'simulator', 'gameplay', 'racing', 'skyline', 'emulation', 'casual', 'grind', 'auto', 'game']"
2308,"['functional', 'programming', 'functions', 'programmer', 'function', 'compiler', 'imperative', 'programs', 'program', 'syntax']"
2309,"['sting', 'band', 'bandmates', 'concert', 'verve', 'guitarist', 'songs', 'drummer', 'bassist', 'singer']"
2310,"['mukbang', 'consuming', 'pornography', 'habits', 'cravings', 'eating', 'unhealthy', 'consumed', 'eats', 'eat']"
2311,"['translations', 'translating', 'translator', 'translated', 'translation', 'novel', 'french', 'reprinted', 'published', 'classics']"
2312,"['painting', 'paintings', 'painter', 'paint', 'art', 'painted', 'artwork', 'canvas', 'episodes', 'canvases']"
2313,"['gambling', 'betting', 'gamblers', 'bets', 'casino', 'esports', 'sports', 'casinos', 'wagering', 'legalizing']"
2314,"['ancient', 'archaeological', 'archaeology', 'neolithic', 'dynasties', 'shen', 'archaeologists', 'dynasty', 'epigraphy', 'excavations']"
2315,"['animals', 'drummer', 'animal', 'bassist', 'drums', 'band', 'guitarist', 'toured', 'disbanded', 'keyboardist']"
2316,"['feng', 'decorating', 'buildings', 'practices', 'shui', 'architects', 'qi', 'traditional', 'ecologists', 'superstitious']"
2317,"['songwriter', 'singer', 'sings', 'keyboardist', 'vocals', 'toured', 'log', 'bandmate', 'soundtrack', 'riders']"
2318,"['memories', 'memory', 'recall', 'psychology', 'falsehood', 'susceptibility', 'recalls', 'psychoanalysis', 'false', 'syndrome']"
2319,"['draft', 'drafted', 'draftee', 'picks', 'blazers', 'signed', '76ers', 'bulls', 'warriors', 'league']"
2320,"['registrars', 'registrar', 'domains', 'domain', 'registrants', 'registries', 'registrations', 'registry', 'registration', 'providers']"
2321,"['officers', 'police', 'gunshots', 'shooter', 'shooting', 'cops', 'subpoenaed', 'suspect', 'deputies', 'incident']"
2322,"['moon', 'drummer', 'drums', 'drummers', 'drumming', 'bandmates', 'band', 'drum', 'jam', 'onstage']"
2323,"['lymphomas', 'lymphoma', 'lymphadenopathy', 'lymphoid', 'lymphocytic', 'lymph', 'cancers', 'lymphocyte', 'diagnosed', 'cancer']"
2324,"['reggae', 'albums', 'band', 'bassist', 'toured', 'frontman', 'saxophonist', 'album', 'musician', 'musicians']"
2325,"['risqué', 'bath', 'erotica', 'insider', 'twitter', 'aesthetic', 'erotic', 'sexiness', 'sexualised', 'tweeted']"
2326,"['spawn', 'disowns', 'destroys', 'shapeshift', 'souls', 'kills', 'discovers', 'demons', 'evolves', 'mob']"
2327,"['broadcasting', 'syndication', 'broadcast', 'fox', 'channel', 'television', 'tv', 'syndicated', 'stations', 'affiliates']"
2328,"['domino', 'pizzas', 'pizza', 'pizzerias', 'restaurants', 'customers', 'franchising', 'stores', 'crust', 'cakes']"
2329,"['soldering', 'boards', 'drilling', 'soldered', 'board', 'holes', 'components', 'etching', 'substrate', 'prototyping']"
2330,"['customers', 'marketing', 'customer', 'consumers', 'consumer', 'satisfaction', 'sales', 'analytics', 'clients', 'management']"
2331,"['incels', 'incel', 'misogynistic', 'misogynist', 'feminism', 'masculinity', 'misogyny', 'extremism', 'victimhood', 'violence']"
2332,"['polo', 'khan', 'yuan', 'traveller', 'merchant', 'silk', 'historian', 'china', 'dynasty', 'travellers']"
2333,"['bob', 'hope', 'honorary', 'biography', 'comedian', 'entertainer', 'golfer', 'birthday', 'wartime', '1940s']"
